Dash
Date,Open,High,Low,Close
Aug 18 2016,12.45,14.18,12.45,13.86
Aug 17 2016,12.91,13.05,12.25,12.55
Aug 16 2016,13.23,13.32,11.48,12.87
Aug 15 2016,14.52,14.94,12.60,13.30
Aug 14 2016,12.82,15.05,12.74,14.48
Aug 13 2016,12.56,13.61,12.09,12.91
Aug 12 2016,11.09,12.86,10.77,12.59
Aug 11 2016,10.44,11.22,10.40,11.08
Aug 10 2016,10.32,10.51,10.23,10.44
Aug 09 2016,10.35,10.56,10.29,10.30
Aug 08 2016,10.34,10.51,10.10,10.38
Aug 07 2016,10.59,10.65,10.13,10.35
Aug 06 2016,9.71,10.71,9.69,10.55
Aug 05 2016,9.53,9.83,9.45,9.72
Aug 04 2016,9.32,9.55,9.21,9.53
Aug 03 2016,9.29,9.64,9.11,9.33
Aug 02 2016,10.02,10.24,9.06,9.16
Aug 01 2016,9.45,10.48,9.45,9.90
Jul 31 2016,9.18,9.57,9.00,9.51
Jul 30 2016,9.45,9.48,9.19,9.22
Jul 29 2016,9.32,9.47,9.30,9.46
Jul 28 2016,9.15,9.35,9.15,9.31
Jul 27 2016,8.90,9.33,8.77,9.15
Jul 26 2016,9.15,9.21,8.63,8.86
Jul 25 2016,9.24,9.27,8.99,9.13
Jul 24 2016,9.36,9.78,9.21,9.21
Jul 23 2016,9.27,9.47,9.07,9.31
Jul 22 2016,8.95,9.55,8.89,9.25
Jul 21 2016,8.43,9.06,8.32,8.96
Jul 20 2016,8.53,8.57,8.31,8.44
Jul 19 2016,8.22,8.57,8.18,8.50
Jul 18 2016,8.15,8.29,8.10,8.22
Jul 17 2016,8.25,8.33,8.06,8.12
Jul 16 2016,8.09,8.34,8.06,8.26
Jul 15 2016,7.73,8.34,7.69,8.09
Jul 14 2016,7.86,7.91,7.70,7.75
Jul 13 2016,7.86,7.97,7.72,7.84
Jul 12 2016,7.97,8.26,7.82,7.84
Jul 11 2016,7.44,8.05,7.41,7.96
Jul 10 2016,7.35,7.49,7.30,7.42
Jul 09 2016,7.47,7.47,7.01,7.36
Jul 08 2016,6.98,7.48,6.95,7.45
Jul 07 2016,6.98,7.19,6.77,7.03
Jul 06 2016,6.94,7.13,6.90,6.98
Jul 05 2016,7.09,7.09,6.83,6.99
Jul 04 2016,7.02,7.24,6.91,7.08
Jul 03 2016,7.19,7.31,6.99,7.01
Jul 02 2016,7.23,7.43,7.09,7.18
Jul 01 2016,7.13,7.39,7.11,7.24
Jun 30 2016,6.99,7.24,6.94,7.13
Jun 29 2016,6.92,7.05,6.86,6.99
Jun 28 2016,7.06,7.16,6.88,6.91
Jun 27 2016,6.78,7.04,6.68,7.01
Jun 26 2016,6.86,7.18,6.72,6.78
Jun 25 2016,7.11,7.25,6.65,6.86
Jun 24 2016,7.24,7.64,6.88,7.13
Jun 23 2016,7.38,7.51,6.91,7.24
Jun 22 2016,7.75,8.02,7.29,7.34
Jun 21 2016,8.27,8.42,7.64,7.78
Jun 20 2016,7.99,8.31,7.90,8.29
Jun 19 2016,8.16,8.32,7.94,7.99
Jun 18 2016,8.36,8.62,8.05,8.16
Jun 17 2016,8.66,8.91,8.10,8.36
Jun 16 2016,8.16,8.68,8.16,8.59
Jun 15 2016,8.20,8.58,8.00,8.14
Jun 14 2016,7.71,8.41,7.63,8.20
Jun 13 2016,7.65,7.99,7.46,7.72
Jun 12 2016,7.93,8.03,7.48,7.66
Jun 11 2016,7.83,7.95,7.61,7.90
Jun 10 2016,7.79,8.12,7.78,7.84
Jun 09 2016,7.88,7.94,7.72,7.82
Jun 08 2016,7.93,8.04,7.68,7.88
Jun 07 2016,7.77,8.01,7.68,7.91
Jun 06 2016,7.59,7.86,7.58,7.77
Jun 05 2016,8.04,8.17,7.58,7.58
Jun 04 2016,8.06,8.20,7.85,8.05
Jun 03 2016,8.12,8.31,7.78,8.06
Jun 02 2016,8.23,8.24,7.93,8.10
Jun 01 2016,8.18,8.37,8.08,8.26
May 31 2016,8.19,8.39,7.99,8.18
May 30 2016,8.19,8.36,8.12,8.20
May 29 2016,7.85,8.53,7.76,8.19
May 28 2016,7.47,7.94,7.41,7.85
May 27 2016,7.42,7.56,7.08,7.50
May 26 2016,7.62,7.71,7.34,7.39
May 25 2016,7.75,7.86,7.46,7.61
May 24 2016,8.09,8.19,7.72,7.76
May 23 2016,8.06,8.17,7.92,8.10
May 22 2016,8.27,8.32,8.03,8.10
May 21 2016,7.95,8.40,7.76,8.24
May 20 2016,7.67,8.68,7.66,7.95
May 19 2016,7.39,7.81,7.35,7.70
May 18 2016,7.40,7.43,7.27,7.39
May 17 2016,7.27,7.41,7.22,7.41
May 16 2016,7.02,7.73,7.01,7.27
May 15 2016,6.95,7.07,6.86,7.00
May 14 2016,6.95,6.99,6.79,6.95
May 13 2016,6.80,6.98,6.70,6.97
May 12 2016,6.76,6.84,6.61,6.78
May 11 2016,6.82,6.84,6.65,6.76
May 10 2016,6.59,6.81,6.52,6.79
May 09 2016,6.68,6.69,6.55,6.59
May 08 2016,6.58,6.77,6.55,6.69
May 07 2016,6.75,6.78,6.53,6.58
May 06 2016,6.82,6.84,6.67,6.77
May 05 2016,6.84,6.88,6.74,6.82
May 04 2016,6.79,6.90,6.76,6.84
May 03 2016,6.80,6.88,6.75,6.80
May 02 2016,6.79,6.87,6.64,6.83
May 01 2016,6.82,6.87,6.69,6.79
Apr 30 2016,6.62,6.86,6.56,6.83
Apr 29 2016,6.46,6.67,6.32,6.60
Apr 28 2016,6.33,6.56,6.25,6.46
Apr 27 2016,6.10,6.62,5.95,6.28
Apr 26 2016,6.21,6.24,5.81,6.08
Apr 25 2016,6.43,6.43,6.13,6.17
Apr 24 2016,6.50,6.61,6.37,6.44
Apr 23 2016,6.28,6.52,6.18,6.51
Apr 22 2016,6.22,6.38,6.09,6.28
Apr 21 2016,6.35,6.42,6.19,6.19
Apr 20 2016,6.40,6.52,6.31,6.35
Apr 19 2016,6.24,6.44,6.21,6.39
Apr 18 2016,6.36,6.41,6.07,6.23
Apr 17 2016,6.31,6.45,6.23,6.40
Apr 16 2016,6.02,6.43,5.97,6.30
Apr 15 2016,6.42,6.42,5.98,6.03
Apr 14 2016,6.51,6.53,6.34,6.41
Apr 13 2016,6.50,6.56,6.40,6.51
Apr 12 2016,6.36,6.58,6.30,6.50
Apr 11 2016,6.51,6.63,6.30,6.35
Apr 10 2016,6.68,6.89,6.12,6.54
Apr 09 2016,6.98,6.99,6.28,6.68
Apr 08 2016,6.88,7.08,6.88,6.99
Apr 07 2016,7.02,7.10,6.90,6.90
Apr 06 2016,7.06,7.17,7.00,7.02
Apr 05 2016,6.97,7.37,6.97,7.07
Apr 04 2016,7.00,7.05,6.88,6.96
Apr 03 2016,7.05,7.13,6.65,7.00
Apr 02 2016,7.12,7.21,7.04,7.05
Apr 01 2016,6.90,7.10,6.71,7.07
Mar 31 2016,6.78,6.98,6.78,6.88
Mar 30 2016,7.09,7.11,6.76,6.78
Mar 29 2016,7.06,7.18,6.88,7.08
Mar 28 2016,7.05,7.37,6.53,7.06
Mar 27 2016,7.21,7.32,6.82,7.05
Mar 26 2016,7.44,7.44,7.03,7.21
Mar 25 2016,6.66,7.53,6.59,7.44
Mar 24 2016,6.67,6.69,6.28,6.66
Mar 23 2016,6.10,6.61,6.02,6.59
Mar 22 2016,5.97,6.25,5.91,6.09
Mar 21 2016,6.12,6.46,6.01,6.01
Mar 20 2016,5.77,6.14,5.77,6.12
Mar 19 2016,5.94,6.12,5.78,5.99
Mar 18 2016,5.98,6.17,5.66,5.95
Mar 17 2016,6.33,6.44,5.64,5.98
Mar 16 2016,5.86,6.56,5.77,6.33
Mar 15 2016,5.53,5.92,5.36,5.84
Mar 14 2016,5.68,5.99,5.42,5.54
Mar 13 2016,5.35,6.03,5.31,5.68
Mar 12 2016,5.19,5.39,4.96,5.31
Mar 11 2016,4.93,5.36,4.88,5.15
Mar 10 2016,4.57,5.30,4.49,4.92
Mar 09 2016,4.62,4.71,4.51,4.57
Mar 08 2016,4.29,4.61,4.19,4.60
Mar 07 2016,4.58,4.73,4.30,4.30
Mar 06 2016,4.92,5.14,4.58,4.58
Mar 05 2016,4.62,5.38,4.53,4.87
Mar 04 2016,4.63,5.13,4.35,4.63
Mar 03 2016,3.88,4.84,3.82,4.71
Mar 02 2016,3.90,4.01,3.86,3.88
Mar 01 2016,3.92,4.04,3.81,3.90
Feb 29 2016,4.00,4.03,3.88,3.92
Feb 28 2016,4.08,4.09,3.94,4.00
Feb 27 2016,3.98,4.09,3.91,4.08
Feb 26 2016,3.93,4.01,3.82,3.97
Feb 25 2016,4.02,4.04,3.81,3.91
Feb 24 2016,3.80,4.09,3.72,4.02
Feb 23 2016,4.11,4.23,3.74,3.80
Feb 22 2016,4.00,4.27,3.93,4.20
Feb 21 2016,3.63,4.20,3.60,4.00
Feb 20 2016,3.51,3.69,3.51,3.64
Feb 19 2016,3.54,3.75,3.47,3.51
Feb 18 2016,3.69,3.77,3.13,3.53
Feb 17 2016,3.47,3.82,3.44,3.68
Feb 16 2016,3.78,4.02,3.48,3.48
Feb 15 2016,3.80,4.17,3.74,3.78
Feb 14 2016,3.80,3.92,3.75,3.80
Feb 13 2016,3.79,3.89,3.57,3.77
Feb 12 2016,3.26,4.04,3.26,3.79
Feb 11 2016,3.78,3.91,3.19,3.26
Feb 10 2016,3.97,4.17,3.78,3.84
Feb 09 2016,4.16,4.19,3.95,3.97
Feb 08 2016,4.18,4.31,4.11,4.16
Feb 07 2016,4.21,4.38,4.14,4.21
Feb 06 2016,4.32,4.32,4.15,4.19
Feb 05 2016,4.29,4.38,4.23,4.28
Feb 04 2016,4.18,4.36,4.12,4.29
Feb 03 2016,4.10,9.34,4.01,4.18
Feb 02 2016,4.14,4.24,4.05,4.11
Feb 01 2016,4.11,4.23,4.01,4.12
Jan 31 2016,4.29,4.32,3.96,4.11
Jan 30 2016,4.39,4.44,4.11,4.29
Jan 29 2016,4.25,4.47,4.06,4.39
Jan 28 2016,4.19,4.37,4.02,4.22
Jan 27 2016,4.49,4.67,4.05,4.20
Jan 26 2016,3.98,4.69,3.88,4.52
Jan 25 2016,4.41,4.41,3.63,4.02
Jan 24 2016,4.51,4.82,4.14,4.40
Jan 23 2016,5.05,5.14,4.22,4.49
Jan 22 2016,5.22,6.29,4.73,5.13
Jan 21 2016,4.76,5.15,4.52,5.15
Jan 20 2016,3.86,4.83,3.79,4.77
Jan 19 2016,4.40,4.54,3.87,3.87
Jan 18 2016,4.94,4.94,4.27,4.37
Jan 17 2016,3.88,5.19,3.76,4.95
Jan 16 2016,3.34,4.40,3.34,3.89
Jan 15 2016,3.36,3.71,3.31,3.36
Jan 14 2016,3.10,3.58,3.09,3.40
Jan 13 2016,3.03,3.14,2.97,3.10
Jan 12 2016,3.17,3.17,2.92,3.03
Jan 11 2016,3.28,3.35,3.07,3.15
Jan 10 2016,3.18,3.29,2.83,3.29
Jan 09 2016,3.30,3.37,3.18,3.18
Jan 08 2016,3.41,3.42,3.26,3.31
Jan 07 2016,3.37,3.45,3.31,3.38
Jan 06 2016,3.33,3.40,3.29,3.38
Jan 05 2016,3.32,3.44,3.29,3.33
Jan 04 2016,3.25,3.35,3.24,3.32
Jan 03 2016,3.29,3.35,3.13,3.24
Jan 02 2016,3.38,3.43,3.24,3.28
Jan 01 2016,3.33,3.54,3.24,3.38
Dec 31 2015,3.52,3.61,3.08,3.27
Dec 30 2015,3.09,4.65,3.09,3.52
Dec 29 2015,3.03,3.09,2.92,3.09
Dec 28 2015,2.64,3.05,2.63,2.98
Dec 27 2015,2.73,2.73,2.60,2.65
Dec 26 2015,2.83,2.98,2.68,2.77
Dec 25 2015,2.77,2.94,2.72,2.83
Dec 24 2015,2.53,2.78,2.53,2.77
Dec 23 2015,2.55,2.60,2.48,2.53
Dec 22 2015,2.47,2.60,2.46,2.55
Dec 21 2015,2.50,2.51,2.41,2.47
Dec 20 2015,2.61,2.64,2.46,2.49
Dec 19 2015,2.65,2.69,2.58,2.61
Dec 18 2015,2.61,2.65,2.58,2.65
Dec 17 2015,2.69,2.69,2.57,2.61
Dec 16 2015,2.69,2.73,2.55,2.69
Dec 15 2015,2.69,2.76,2.64,2.68
Dec 14 2015,2.76,2.89,2.68,2.69
Dec 13 2015,2.59,2.75,2.54,2.73
Dec 12 2015,2.70,2.79,2.43,2.58
Dec 11 2015,2.44,2.71,2.44,2.69
Dec 10 2015,2.50,2.52,2.44,2.44
Dec 09 2015,2.41,2.70,2.37,2.51
Dec 08 2015,2.33,2.40,2.28,2.40
Dec 07 2015,2.33,2.38,2.29,2.33
Dec 06 2015,2.32,2.47,2.31,2.34
Dec 05 2015,2.35,2.44,2.29,2.32
Dec 04 2015,2.33,2.36,2.30,2.34
Dec 03 2015,2.19,2.40,2.19,2.34
Dec 02 2015,2.09,2.19,2.03,2.18
Dec 01 2015,2.17,2.18,2.05,2.08
Nov 30 2015,2.15,2.24,2.11,2.17
Nov 29 2015,2.08,2.17,2.07,2.15
Nov 28 2015,2.16,2.16,2.07,2.08
Nov 27 2015,2.18,2.23,2.13,2.16
Nov 26 2015,2.15,2.34,2.12,2.19
Nov 25 2015,2.08,2.16,2.05,2.15
Nov 24 2015,2.14,2.14,2.07,2.08
Nov 23 2015,2.08,2.16,2.05,2.14
Nov 22 2015,2.20,2.22,2.05,2.06
Nov 21 2015,2.23,2.25,2.16,2.20
Nov 20 2015,2.21,2.25,2.13,2.23
Nov 19 2015,2.36,2.36,2.21,2.21
Nov 18 2015,2.26,2.38,2.25,2.36
Nov 17 2015,2.32,2.38,2.22,2.26
Nov 16 2015,2.29,2.38,2.23,2.31
Nov 15 2015,2.38,2.44,2.29,2.31
Nov 14 2015,2.54,2.59,2.36,2.36
Nov 13 2015,2.52,2.60,2.39,2.53
Nov 12 2015,2.28,2.58,2.28,2.54
Nov 11 2015,2.42,2.48,2.14,2.29
Nov 10 2015,2.53,2.63,2.37,2.42
Nov 09 2015,2.54,2.60,2.43,2.53
Nov 08 2015,2.71,2.84,2.53,2.53
Nov 07 2015,2.73,2.84,2.62,2.71
Nov 06 2015,2.55,2.73,2.39,2.70
Nov 05 2015,2.61,2.82,2.25,2.53
Nov 04 2015,2.70,2.85,2.37,2.61
Nov 03 2015,2.61,2.91,2.54,2.69
Nov 02 2015,2.66,2.70,2.43,2.61
Nov 01 2015,2.31,2.78,2.26,2.66
Oct 31 2015,2.54,2.63,2.27,2.31
Oct 30 2015,2.41,2.73,2.37,2.54
Oct 29 2015,2.11,2.42,2.09,2.39
Oct 28 2015,2.12,2.22,2.10,2.14
Oct 27 2015,2.24,2.29,2.04,2.10
Oct 26 2015,2.18,2.24,2.12,2.24
Oct 25 2015,2.26,2.36,2.17,2.17
Oct 24 2015,2.32,2.34,2.16,2.24
Oct 23 2015,2.41,2.44,2.28,2.33
Oct 22 2015,2.28,2.43,2.25,2.41
Oct 21 2015,2.40,2.44,2.27,2.28
Oct 20 2015,2.34,2.44,2.34,2.41
Oct 19 2015,2.37,2.39,2.33,2.34
Oct 18 2015,2.44,2.45,2.33,2.37
Oct 17 2015,2.34,2.47,2.33,2.43
Oct 16 2015,2.25,2.39,2.24,2.34
Oct 15 2015,2.31,2.36,2.21,2.25
Oct 14 2015,2.36,2.40,2.32,2.32
Oct 13 2015,2.34,2.38,2.28,2.35
Oct 12 2015,2.37,2.39,2.29,2.34
Oct 11 2015,2.43,2.43,2.32,2.39
Oct 10 2015,2.36,2.43,2.33,2.43
Oct 09 2015,2.37,2.41,2.32,2.36
Oct 08 2015,2.40,2.43,2.35,2.38
Oct 07 2015,2.39,2.45,2.39,2.40
Oct 06 2015,2.34,2.39,2.32,2.39
Oct 05 2015,2.17,2.43,2.16,2.34
Oct 04 2015,2.17,2.18,2.13,2.17
Oct 03 2015,2.22,2.23,2.14,2.17
Oct 02 2015,2.29,2.32,2.21,2.22
Oct 01 2015,2.34,2.36,2.29,2.29
Sep 30 2015,2.34,2.37,2.34,2.34
Sep 29 2015,2.38,2.40,2.34,2.34
Sep 28 2015,2.37,2.42,2.35,2.38
Sep 27 2015,2.33,2.39,2.33,2.36
Sep 26 2015,2.46,2.46,2.33,2.33
Sep 25 2015,2.44,2.49,2.41,2.45
Sep 24 2015,2.43,2.48,2.38,2.44
Sep 23 2015,2.46,2.53,2.40,2.43
Sep 22 2015,2.36,2.50,2.36,2.46
Sep 21 2015,2.39,2.43,2.32,2.35
Sep 20 2015,2.36,2.59,2.29,2.39
Sep 19 2015,2.46,2.48,2.36,2.36
Sep 18 2015,2.37,2.47,2.35,2.46
Sep 17 2015,2.39,11.43,2.35,2.37
Sep 16 2015,2.32,2.40,2.30,2.37
Sep 15 2015,2.31,2.62,2.29,2.32
Sep 14 2015,2.33,2.35,2.27,2.31
Sep 13 2015,2.43,2.48,2.30,2.34
Sep 12 2015,2.38,2.46,2.35,2.43
Sep 11 2015,2.38,2.43,2.35,2.38
Sep 10 2015,2.44,2.48,2.33,2.38
Sep 09 2015,2.32,2.57,2.32,2.44
Sep 08 2015,2.37,2.41,2.20,2.33
Sep 07 2015,2.49,2.50,2.37,2.38
Sep 06 2015,2.51,2.56,2.47,2.49
Sep 05 2015,2.44,2.53,2.36,2.51
Sep 04 2015,2.48,2.50,2.42,2.45
Sep 03 2015,2.51,2.52,2.46,2.47
Sep 02 2015,2.54,2.55,2.50,2.51
Sep 01 2015,2.58,2.60,2.53,2.54
Aug 31 2015,2.56,2.59,2.52,2.58
Aug 30 2015,2.60,2.63,2.53,2.56
Aug 29 2015,2.60,2.62,2.55,2.60
Aug 28 2015,2.56,2.64,2.51,2.60
Aug 27 2015,2.61,2.63,2.54,2.56
Aug 26 2015,2.53,2.66,2.49,2.61
Aug 25 2015,2.37,2.56,2.24,2.53
Aug 24 2015,2.63,2.64,2.38,2.38
Aug 23 2015,2.68,2.72,2.62,2.64
Aug 22 2015,2.76,2.78,2.62,2.68
Aug 21 2015,2.78,2.80,2.74,2.76
Aug 20 2015,2.64,2.80,2.63,2.78
Aug 19 2015,2.60,2.78,2.58,2.64
Aug 18 2015,2.91,2.91,2.67,2.67
Aug 17 2015,2.95,3.12,2.91,2.91
Aug 16 2015,2.98,2.99,2.88,2.94
Aug 15 2015,3.02,3.06,2.96,2.98
Aug 14 2015,3.06,3.10,3.02,3.03
Aug 13 2015,3.05,3.07,3.00,3.06
Aug 12 2015,3.16,3.18,3.06,3.06
Aug 11 2015,3.08,3.16,3.06,3.16
Aug 10 2015,3.10,3.15,3.06,3.08
Aug 09 2015,3.08,3.20,3.08,3.11
Aug 08 2015,3.27,3.29,3.06,3.08
Aug 07 2015,3.51,3.52,3.23,3.26
Aug 06 2015,3.58,3.58,3.51,3.52
Aug 05 2015,3.64,3.67,3.57,3.58
Aug 04 2015,3.61,3.72,3.61,3.64
Aug 03 2015,3.62,3.67,3.56,3.61
Aug 02 2015,3.61,3.65,3.56,3.62
Aug 01 2015,3.68,3.70,3.52,3.61
Jul 31 2015,3.65,3.73,3.61,3.68
Jul 30 2015,3.64,3.70,3.60,3.64
Jul 29 2015,3.69,3.70,3.63,3.64
Jul 28 2015,3.75,3.83,3.69,3.69
Jul 27 2015,3.78,3.83,3.68,3.76
Jul 26 2015,3.75,3.85,3.69,3.78
Jul 25 2015,3.69,3.77,3.65,3.75
Jul 24 2015,3.59,3.71,3.50,3.69
Jul 23 2015,3.63,3.65,3.54,3.58
Jul 22 2015,3.60,3.65,3.57,3.63
Jul 21 2015,3.70,3.73,3.58,3.60
Jul 20 2015,3.62,3.72,3.61,3.69
Jul 19 2015,3.71,3.71,3.60,3.62
Jul 18 2015,3.76,3.99,3.67,3.71
Jul 17 2015,3.54,3.83,3.48,3.76
Jul 16 2015,3.64,3.76,3.49,3.53
Jul 15 2015,3.71,3.77,3.63,3.66
Jul 14 2015,3.75,3.83,3.72,3.72
Jul 13 2015,4.10,4.10,3.66,3.74
Jul 12 2015,3.84,4.25,3.83,4.10
Jul 11 2015,4.07,4.38,3.74,3.84
Jul 10 2015,3.11,4.24,3.08,4.05
Jul 09 2015,2.99,3.13,2.96,3.11
Jul 08 2015,2.96,3.07,2.94,2.98
Jul 07 2015,3.09,3.12,2.96,2.97
Jul 06 2015,3.10,3.21,3.07,3.09
Jul 05 2015,3.09,3.17,3.05,3.09
Jul 04 2015,2.96,3.11,2.93,3.09
Jul 03 2015,2.92,2.99,2.87,2.96
Jul 02 2015,2.80,2.92,2.79,2.91
Jul 01 2015,2.86,2.90,2.78,2.82
Jun 30 2015,2.79,2.93,2.77,2.86
Jun 29 2015,2.73,2.79,2.71,2.79
Jun 28 2015,2.79,2.81,2.68,2.73
Jun 27 2015,2.82,2.87,2.78,2.79
Jun 26 2015,2.83,2.87,2.81,2.82
Jun 25 2015,2.81,2.84,2.80,2.83
Jun 24 2015,2.85,2.88,2.81,2.81
Jun 23 2015,2.89,2.89,2.84,2.85
Jun 22 2015,2.84,2.90,2.84,2.89
Jun 21 2015,2.87,2.88,2.82,2.84
Jun 20 2015,2.90,2.90,2.82,2.87
Jun 19 2015,2.96,2.98,2.88,2.90
Jun 18 2015,3.01,3.02,2.91,2.96
Jun 17 2015,2.99,3.15,2.91,3.00
Jun 16 2015,2.74,2.99,2.73,2.99
Jun 15 2015,2.81,2.85,2.72,2.74
Jun 14 2015,2.80,2.83,2.75,2.81
Jun 13 2015,2.80,2.85,2.77,2.80
Jun 12 2015,2.78,2.90,2.74,2.80
Jun 11 2015,2.70,2.78,2.68,2.78
Jun 10 2015,2.76,2.77,2.65,2.70
Jun 09 2015,2.83,2.85,2.76,2.77
Jun 08 2015,2.80,2.88,2.80,2.83
Jun 07 2015,2.82,2.85,2.79,2.81
Jun 06 2015,2.82,2.86,2.79,2.82
Jun 05 2015,2.80,2.84,2.72,2.82
Jun 04 2015,2.76,2.83,2.72,2.80
Jun 03 2015,2.80,2.87,2.73,2.75
Jun 02 2015,2.66,2.82,2.64,2.80
Jun 01 2015,2.76,2.78,2.64,2.65
May 31 2015,2.71,2.84,2.70,2.76
May 30 2015,2.82,2.84,2.69,2.71
May 29 2015,2.74,2.85,2.72,2.82
May 28 2015,2.63,2.83,2.61,2.74
May 27 2015,2.67,2.71,2.59,2.63
May 26 2015,2.82,2.90,2.60,2.67
May 25 2015,2.90,2.91,2.80,2.82
May 24 2015,2.87,2.93,2.87,2.90
May 23 2015,2.91,2.92,2.87,2.87
May 22 2015,2.84,2.95,2.81,2.91
May 21 2015,2.88,2.91,2.84,2.84
May 20 2015,2.89,2.90,2.78,2.88
May 19 2015,2.86,2.90,2.79,2.89
May 18 2015,2.93,2.95,2.83,2.86
May 17 2015,3.00,3.03,2.91,2.93
May 16 2015,2.88,3.06,2.85,3.00
May 15 2015,2.84,2.94,2.84,2.87
May 14 2015,2.69,2.87,2.66,2.84
May 13 2015,2.72,2.77,2.67,2.69
May 12 2015,2.77,2.78,2.70,2.71
May 11 2015,2.68,2.81,2.64,2.76
May 10 2015,2.76,2.76,2.66,2.68
May 09 2015,2.77,2.79,2.71,2.76
May 08 2015,2.81,2.84,2.73,2.76
May 07 2015,2.82,2.85,2.74,2.81
May 06 2015,2.85,2.98,2.81,2.82
May 05 2015,2.88,2.90,2.78,2.85
May 04 2015,2.71,3.02,2.66,2.88
May 03 2015,2.75,2.83,2.69,2.70
May 02 2015,2.74,2.85,2.73,2.75
May 01 2015,2.97,3.01,2.69,2.74
Apr 30 2015,2.97,3.02,2.89,2.97
Apr 29 2015,3.02,3.05,2.89,2.97
Apr 28 2015,2.99,3.06,2.91,3.04
Apr 27 2015,3.05,3.16,2.92,2.99
Apr 26 2015,3.10,3.10,2.93,3.05
Apr 25 2015,3.19,3.29,3.07,3.10
Apr 24 2015,3.63,3.63,3.06,3.18
Apr 23 2015,3.25,3.74,3.10,3.63
Apr 22 2015,2.89,3.35,2.87,3.25
Apr 21 2015,2.65,2.91,2.62,2.89
Apr 20 2015,2.80,2.83,2.65,2.65
Apr 19 2015,2.93,2.93,2.78,2.80
Apr 18 2015,2.83,2.93,2.80,2.93
Apr 17 2015,3.01,3.03,2.78,2.83
Apr 16 2015,3.02,3.10,2.98,3.01
Apr 15 2015,3.10,3.12,2.98,3.02
Apr 14 2015,3.19,3.21,3.06,3.10
Apr 13 2015,3.31,3.32,3.15,3.21
Apr 12 2015,3.34,3.41,3.26,3.30
Apr 11 2015,3.24,3.43,3.24,3.33
Apr 10 2015,3.42,3.45,3.09,3.23
Apr 09 2015,3.68,3.87,3.38,3.42
Apr 08 2015,3.77,3.86,3.55,3.68
Apr 07 2015,4.09,4.12,3.72,3.78
Apr 06 2015,4.17,4.23,4.03,4.09
Apr 05 2015,4.12,4.21,3.95,4.17
Apr 04 2015,4.36,4.37,3.95,4.13
Apr 03 2015,4.52,4.56,4.28,4.36
Apr 02 2015,3.82,4.60,3.82,4.54
Apr 01 2015,4.02,4.02,3.70,3.83
Mar 31 2015,4.34,4.35,3.96,4.02
Mar 30 2015,4.60,4.61,4.03,4.34
Mar 29 2015,5.03,5.04,4.54,4.60
Mar 28 2015,4.75,5.05,4.71,5.04
Mar 27 2015,4.99,5.10,4.66,4.76
Mar 26 2015,5.28,5.56,4.77,4.99
Mar 25 2015,5.08,6.07,5.04,5.28
Mar 24 2015,4.98,5.25,4.73,5.07
Mar 23 2015,4.61,5.07,4.49,4.98
Mar 22 2015,4.64,4.83,4.32,4.61
Mar 21 2015,3.69,7.11,3.66,4.63
Mar 20 2015,3.35,3.83,3.34,3.70
Mar 19 2015,3.11,3.50,3.06,3.37
Mar 18 2015,3.27,3.40,3.06,3.09
Mar 17 2015,3.31,3.36,3.18,3.27
Mar 16 2015,3.13,3.34,2.97,3.30
Mar 15 2015,2.92,3.14,2.91,3.12
Mar 14 2015,2.90,3.12,2.84,2.93
Mar 13 2015,3.08,3.09,2.86,2.91
Mar 12 2015,3.13,3.22,3.06,3.07
Mar 11 2015,3.05,3.30,3.05,3.13
Mar 10 2015,3.54,3.54,2.92,3.03
Mar 09 2015,3.39,3.65,3.37,3.54
Mar 08 2015,3.43,3.45,3.35,3.39
Mar 07 2015,3.34,3.69,3.32,3.43
Mar 06 2015,3.41,3.47,3.29,3.33
Mar 05 2015,3.50,3.52,3.27,3.41
Mar 04 2015,3.45,3.77,3.40,3.50
Mar 03 2015,3.63,3.70,3.35,3.47
Mar 02 2015,3.33,3.68,3.27,3.62
Mar 01 2015,3.24,3.40,3.15,3.33
Feb 28 2015,3.03,3.24,2.95,3.24
Feb 27 2015,2.73,3.12,2.73,3.04
Feb 26 2015,2.77,2.80,2.67,2.73
Feb 25 2015,2.94,2.96,2.65,2.77
Feb 24 2015,2.53,2.98,2.46,2.94
Feb 23 2015,2.55,2.56,2.44,2.52
Feb 22 2015,2.78,2.86,2.47,2.53
Feb 21 2015,2.74,2.82,2.64,2.78
Feb 20 2015,2.83,2.83,2.66,2.74
Feb 19 2015,2.80,2.86,2.68,2.83
Feb 18 2015,2.64,2.85,2.51,2.84
Feb 17 2015,2.76,2.79,2.63,2.63
Feb 16 2015,2.77,2.90,2.69,2.75
Feb 15 2015,2.89,2.89,2.56,2.76
Feb 14 2015,2.92,3.14,2.75,2.88
Feb 13 2015,2.82,3.29,2.78,2.92
Feb 12 2015,3.20,3.40,2.67,2.81
Feb 11 2015,2.48,3.43,2.46,3.23
Feb 10 2015,2.16,2.49,2.06,2.49
Feb 09 2015,1.84,2.27,1.83,2.17
Feb 08 2015,1.86,1.86,1.80,1.84
Feb 07 2015,1.80,1.87,1.80,1.86
Feb 06 2015,1.77,1.87,1.74,1.79
Feb 05 2015,1.83,1.89,1.73,1.77
Feb 04 2015,1.78,1.86,1.77,1.83
Feb 03 2015,1.93,1.96,1.75,1.79
Feb 02 2015,1.88,1.96,1.78,1.93
