Dash
Date,Open,High,Low,Close
Feb 01 2015,1.61,1.93,1.56,1.88
Jan 31 2015,1.64,1.68,1.60,1.61
Jan 30 2015,1.64,1.70,1.61,1.64
Jan 29 2015,1.64,1.68,1.58,1.64
Jan 28 2015,1.82,1.82,1.60,1.65
Jan 27 2015,1.87,1.89,1.68,1.82
Jan 26 2015,1.81,2.09,1.79,1.88
Jan 25 2015,1.74,1.82,1.72,1.81
Jan 24 2015,1.60,1.74,1.58,1.74
Jan 23 2015,1.63,1.64,1.56,1.59
Jan 22 2015,1.60,1.71,1.55,1.63
Jan 21 2015,1.43,1.62,1.42,1.60
Jan 20 2015,1.36,1.43,1.32,1.43
Jan 19 2015,1.31,1.37,1.31,1.37
Jan 18 2015,1.22,1.35,1.19,1.31
Jan 17 2015,1.27,1.29,1.18,1.22
Jan 16 2015,1.29,1.38,1.23,1.28
Jan 15 2015,1.08,1.35,1.08,1.29
Jan 14 2015,1.34,1.35,1.05,1.08
Jan 13 2015,1.66,1.67,1.33,1.35
Jan 12 2015,1.64,1.67,1.62,1.66
Jan 11 2015,1.66,1.69,1.62,1.64
Jan 10 2015,1.73,1.73,1.62,1.66
Jan 09 2015,1.72,1.74,1.69,1.71
Jan 08 2015,1.71,1.74,1.68,1.72
Jan 07 2015,1.72,1.75,1.69,1.72
Jan 06 2015,1.67,1.72,1.63,1.72
Jan 05 2015,1.63,1.69,1.61,1.67
Jan 04 2015,1.72,1.74,1.56,1.63
Jan 03 2015,1.94,1.97,1.72,1.72
Jan 02 2015,1.94,1.95,1.90,1.94
Jan 01 2015,1.97,1.97,1.93,1.94
Dec 31 2014,1.89,1.98,1.88,1.97
Dec 30 2014,1.92,1.95,1.89,1.89
Dec 29 2014,1.95,1.98,1.91,1.91
Dec 28 2014,1.95,1.98,1.92,1.95
Dec 27 2014,2.03,2.03,1.90,1.95
Dec 26 2014,1.82,2.07,1.78,2.03
Dec 25 2014,1.92,1.93,1.78,1.80
Dec 24 2014,1.92,1.99,1.76,1.93
Dec 23 2014,1.90,1.95,1.87,1.92
Dec 22 2014,1.91,2.01,1.86,1.91
Dec 21 2014,1.98,5.78,1.90,1.91
Dec 20 2014,1.88,2.01,1.87,1.98
Dec 19 2014,1.82,1.91,1.78,1.89
Dec 18 2014,1.94,1.94,1.77,1.81
Dec 17 2014,1.98,2.01,1.85,1.94
Dec 16 2014,2.13,2.13,1.97,1.98
Dec 15 2014,2.24,2.24,2.11,2.13
Dec 14 2014,2.23,2.26,2.21,2.24
Dec 13 2014,2.27,2.27,2.22,2.24
Dec 12 2014,2.26,2.28,2.25,2.27
Dec 11 2014,2.23,2.33,2.20,2.29
Dec 10 2014,2.26,2.27,2.22,2.24
Dec 09 2014,2.29,2.30,2.20,2.26
Dec 08 2014,2.38,2.38,2.28,2.30
Dec 07 2014,2.36,2.39,2.33,2.37
Dec 06 2014,2.37,2.39,2.33,2.35
Dec 05 2014,2.33,2.38,2.31,2.37
Dec 04 2014,2.43,2.46,2.32,2.33
Dec 03 2014,2.43,2.44,2.36,2.43
Dec 02 2014,2.36,2.45,2.33,2.43
Dec 01 2014,2.38,2.41,2.35,2.37
Nov 30 2014,2.40,2.43,2.34,2.39
Nov 29 2014,2.38,2.44,2.35,2.37
Nov 28 2014,2.33,2.41,2.28,2.38
Nov 27 2014,2.39,2.40,2.29,2.32
Nov 26 2014,2.37,2.44,2.33,2.36
Nov 25 2014,2.31,2.42,2.28,2.37
Nov 24 2014,2.30,2.39,2.27,2.32
Nov 23 2014,2.26,2.33,2.24,2.31
Nov 22 2014,2.22,2.30,2.20,2.26
Nov 21 2014,2.26,2.27,2.20,2.22
Nov 20 2014,2.37,2.37,2.25,2.26
Nov 19 2014,2.37,2.44,2.34,2.38
Nov 18 2014,2.33,2.45,2.30,2.36
Nov 17 2014,2.73,2.78,2.29,2.33
Nov 16 2014,2.48,2.77,2.48,2.74
Nov 15 2014,2.42,2.50,2.29,2.49
Nov 14 2014,2.56,2.56,2.29,2.41
Nov 13 2014,2.66,2.77,2.47,2.58
Nov 12 2014,2.43,2.85,2.43,2.64
Nov 11 2014,2.54,2.65,2.38,2.43
Nov 10 2014,2.98,3.00,2.52,2.53
Nov 09 2014,2.73,3.01,2.68,2.99
Nov 08 2014,2.13,2.76,2.12,2.73
Nov 07 2014,1.99,2.50,1.99,2.13
Nov 06 2014,1.75,1.99,1.74,1.99
Nov 05 2014,1.65,1.78,1.65,1.75
Nov 04 2014,1.62,1.71,1.57,1.65
Nov 03 2014,1.66,1.73,1.63,1.63
Nov 02 2014,1.67,1.75,1.65,1.66
Nov 01 2014,1.79,1.82,1.62,1.67
Oct 31 2014,1.78,1.82,1.73,1.79
Oct 30 2014,1.61,1.80,1.61,1.79
Oct 29 2014,1.89,1.91,1.60,1.61
Oct 28 2014,1.92,1.95,1.88,1.90
Oct 27 2014,1.93,1.96,1.90,1.91
Oct 26 2014,1.92,2.01,1.90,1.93
Oct 25 2014,2.03,2.05,1.92,1.92
Oct 24 2014,2.10,2.11,2.00,2.04
Oct 23 2014,2.07,2.12,2.03,2.11
Oct 22 2014,2.07,2.19,2.04,2.07
Oct 21 2014,2.10,2.19,2.06,2.08
Oct 20 2014,2.26,2.28,2.08,2.11
Oct 19 2014,2.29,2.32,2.24,2.27
Oct 18 2014,2.28,2.36,2.21,2.29
Oct 17 2014,2.18,2.48,2.14,2.27
Oct 16 2014,2.07,2.30,2.07,2.18
Oct 15 2014,2.07,2.24,2.00,2.07
Oct 14 2014,2.57,2.57,2.04,2.06
Oct 13 2014,2.13,2.62,2.04,2.57
Oct 12 2014,2.16,2.18,2.04,2.14
Oct 11 2014,2.24,2.28,2.04,2.17
Oct 10 2014,2.39,2.47,2.23,2.24
Oct 09 2014,2.33,2.46,2.26,2.40
Oct 08 2014,2.12,2.36,2.09,2.34
Oct 07 2014,2.25,2.34,2.05,2.13
Oct 06 2014,2.25,2.42,2.14,2.25
Oct 05 2014,2.24,2.32,2.07,2.25
Oct 04 2014,2.40,2.50,2.16,2.24
Oct 03 2014,2.44,2.52,2.36,2.40
Oct 02 2014,2.46,2.49,2.41,2.44
Oct 01 2014,2.70,2.88,2.45,2.46
Sep 30 2014,2.86,2.97,2.62,2.70
Sep 29 2014,2.90,3.05,2.82,2.85
Sep 28 2014,2.84,3.04,2.75,2.90
Sep 27 2014,2.88,2.97,2.77,2.84
Sep 26 2014,3.00,3.05,2.80,2.89
Sep 25 2014,3.34,3.34,2.93,3.00
Sep 24 2014,3.42,10.31,3.34,3.34
Sep 23 2014,3.36,3.51,3.17,3.40
Sep 22 2014,2.97,3.40,2.97,3.36
Sep 21 2014,3.18,3.27,2.92,2.97
Sep 20 2014,3.43,3.58,3.14,3.18
Sep 19 2014,3.87,3.92,3.37,3.43
Sep 18 2014,3.78,3.95,3.59,3.87
Sep 17 2014,3.33,3.88,3.30,3.75
Sep 16 2014,3.09,3.36,3.04,3.33
Sep 15 2014,2.80,3.37,2.77,3.07
Sep 14 2014,2.88,2.91,2.77,2.80
Sep 13 2014,2.85,2.89,2.77,2.87
Sep 12 2014,2.81,2.85,2.73,2.85
Sep 11 2014,2.82,2.87,2.77,2.80
Sep 10 2014,2.91,2.95,2.82,2.82
Sep 09 2014,2.78,2.93,2.73,2.91
Sep 08 2014,2.90,2.95,2.74,2.78
Sep 07 2014,2.98,3.09,2.90,2.90
Sep 06 2014,2.84,3.21,2.79,2.98
Sep 05 2014,3.09,3.09,2.68,2.84
Sep 04 2014,2.66,3.40,2.60,3.08
Sep 03 2014,2.32,2.78,2.30,2.64
Sep 02 2014,2.27,2.36,2.26,2.32
Sep 01 2014,2.40,2.42,2.27,2.27
Aug 31 2014,2.44,2.47,2.22,2.41
Aug 30 2014,2.55,2.60,2.35,2.43
Aug 29 2014,2.38,2.59,2.36,2.55
Aug 28 2014,2.29,2.55,2.15,2.37
Aug 27 2014,2.72,2.72,2.18,2.29
Aug 26 2014,2.69,2.88,2.57,2.72
Aug 25 2014,3.09,3.09,2.67,2.68
Aug 24 2014,2.99,3.13,2.98,3.09
Aug 23 2014,3.17,3.31,2.98,2.99
Aug 22 2014,3.37,3.42,2.81,3.17
Aug 21 2014,3.80,3.89,3.37,3.38
Aug 20 2014,3.36,3.91,3.18,3.81
Aug 19 2014,1.55,3.32,1.44,3.32
Aug 18 2014,2.36,2.49,1.37,1.54
Aug 17 2014,2.94,3.04,2.20,2.36
Aug 16 2014,3.64,3.64,2.92,2.92
Aug 15 2014,4.09,4.41,3.41,3.64
Aug 14 2014,4.87,4.91,3.87,4.06
Aug 13 2014,5.02,5.09,4.34,4.86
Aug 12 2014,5.07,5.15,4.91,5.02
Aug 11 2014,5.72,5.74,5.05,5.08
Aug 10 2014,5.60,5.86,5.39,5.72
Aug 09 2014,6.03,6.04,5.53,5.59
Aug 08 2014,5.66,6.05,5.65,5.99
Aug 07 2014,5.77,5.84,5.49,5.65
Aug 06 2014,5.39,5.89,5.39,5.77
Aug 05 2014,5.31,5.47,5.20,5.41
Aug 04 2014,5.82,5.82,5.30,5.31
Aug 03 2014,5.70,6.13,5.58,5.80
Aug 02 2014,5.63,6.00,5.62,5.71
Aug 01 2014,5.55,5.81,5.22,5.64
Jul 31 2014,4.46,5.61,4.39,5.57
Jul 30 2014,4.80,4.94,4.30,4.45
Jul 29 2014,5.19,5.28,4.68,4.79
Jul 28 2014,5.83,5.87,5.17,5.17
Jul 27 2014,5.97,5.97,5.71,5.83
Jul 26 2014,6.08,6.08,5.77,5.97
Jul 25 2014,6.18,6.22,6.02,6.07
Jul 24 2014,6.37,6.49,6.13,6.18
Jul 23 2014,6.40,6.69,6.35,6.37
Jul 22 2014,6.76,6.76,6.26,6.41
Jul 21 2014,7.11,7.15,6.69,6.77
Jul 20 2014,7.06,7.26,6.96,7.11
Jul 19 2014,7.21,7.23,7.00,7.06
Jul 18 2014,7.42,7.90,6.95,7.21
Jul 17 2014,6.38,7.78,6.25,7.44
Jul 16 2014,6.32,6.50,5.75,6.35
Jul 15 2014,6.18,6.46,5.67,6.30
Jul 14 2014,6.36,6.44,6.04,6.20
Jul 13 2014,6.54,6.65,6.33,6.35
Jul 12 2014,6.57,6.70,6.45,6.54
Jul 11 2014,6.77,6.98,6.48,6.52
Jul 10 2014,7.11,7.15,6.36,6.79
Jul 09 2014,7.17,7.41,7.09,7.10
Jul 08 2014,6.98,7.64,6.82,7.17
Jul 07 2014,6.67,6.87,6.16,6.53
Jul 06 2014,7.13,7.33,6.02,6.66
Jul 05 2014,7.50,7.54,6.48,7.12
Jul 04 2014,7.77,8.05,7.56,7.56
Jul 03 2014,7.00,8.37,6.19,7.82
Jul 02 2014,7.97,8.30,6.14,6.99
Jul 01 2014,8.93,9.13,7.82,7.90
Jun 30 2014,9.19,9.44,8.28,8.93
Jun 29 2014,9.51,9.73,9.12,9.23
Jun 28 2014,9.84,9.86,9.34,9.53
Jun 27 2014,10.07,10.25,9.84,10.09
Jun 26 2014,8.97,10.63,8.97,10.00
Jun 25 2014,9.42,9.53,8.99,8.99
Jun 24 2014,9.80,9.90,9.44,9.44
Jun 23 2014,9.45,10.03,9.45,9.80
Jun 22 2014,9.30,9.95,9.27,9.46
Jun 21 2014,10.24,10.24,8.91,9.29
Jun 20 2014,10.98,12.40,8.92,10.34
Jun 19 2014,10.22,11.12,10.00,10.97
Jun 18 2014,10.29,10.52,9.91,10.22
Jun 17 2014,10.12,10.45,10.04,10.21
Jun 16 2014,10.23,10.44,10.09,10.13
Jun 15 2014,10.24,10.35,9.54,10.35
Jun 14 2014,10.68,10.68,9.78,10.24
Jun 13 2014,10.16,10.89,10.16,10.64
Jun 12 2014,10.38,11.35,10.02,10.18
Jun 11 2014,11.65,11.65,10.27,10.27
Jun 10 2014,9.56,11.84,9.42,11.65
Jun 09 2014,9.50,9.82,8.68,9.54
Jun 08 2014,10.42,11.00,8.75,9.50
Jun 07 2014,11.80,11.80,10.38,10.38
Jun 06 2014,10.61,12.10,10.15,11.77
Jun 05 2014,12.46,12.62,10.61,10.61
Jun 04 2014,13.83,13.89,12.03,12.50
Jun 03 2014,14.52,14.67,12.81,13.90
Jun 02 2014,12.92,16.00,12.73,14.48
Jun 01 2014,11.24,13.75,11.19,12.93
May 31 2014,11.09,12.50,10.99,11.33
May 30 2014,9.38,11.97,8.41,11.05
May 29 2014,7.16,9.94,6.13,9.38
May 28 2014,10.59,10.68,6.94,7.21
May 27 2014,11.27,12.07,8.31,10.57
May 26 2014,15.02,15.18,8.40,11.29
May 25 2014,12.06,15.15,11.85,15.13
May 24 2014,13.51,13.85,10.63,12.10
May 23 2014,11.15,15.03,11.06,13.49
May 22 2014,8.00,11.23,7.98,11.23
May 21 2014,6.88,8.00,6.78,7.99
May 20 2014,6.93,7.06,6.13,6.88
May 19 2014,6.48,7.22,6.12,6.94
May 18 2014,4.71,6.38,4.22,6.38
May 17 2014,5.92,6.07,4.11,4.74
May 16 2014,5.84,6.62,4.99,5.92
May 15 2014,4.01,7.34,4.00,5.76
May 14 2014,2.75,4.69,2.72,4.01
May 13 2014,2.47,2.80,2.43,2.77
May 12 2014,2.56,2.66,2.15,2.47
May 11 2014,2.54,2.82,2.54,2.57
May 10 2014,2.23,2.88,2.04,2.57
May 09 2014,1.65,2.33,1.63,2.23
May 08 2014,1.61,1.74,1.61,1.65
May 07 2014,1.61,1.69,1.56,1.63
May 06 2014,1.68,1.71,1.60,1.61
May 05 2014,1.56,1.84,1.52,1.67
May 04 2014,1.19,1.70,1.16,1.55
May 03 2014,1.35,1.35,1.14,1.20
May 02 2014,1.51,1.54,1.18,1.35
May 01 2014,1.54,1.59,1.47,1.52
Apr 30 2014,1.63,1.66,1.49,1.54
Apr 29 2014,1.67,1.70,1.45,1.64
Apr 28 2014,1.67,1.77,1.62,1.67
Apr 27 2014,1.70,2.00,1.54,1.71
Apr 26 2014,1.71,2.41,1.39,1.72
Apr 25 2014,1.06,1.97,1.00,1.69
Apr 24 2014,0.871977,1.15,0.871977,1.06
Apr 23 2014,0.722732,1.01,0.713825,0.873071
Apr 22 2014,0.707657,0.728795,0.666159,0.722089
Apr 21 2014,0.722222,0.745336,0.673071,0.708118
Apr 20 2014,0.747391,0.754119,0.689135,0.722926
Apr 19 2014,0.794215,0.794215,0.701508,0.736829
Apr 18 2014,0.618219,1.03,0.612899,0.789777
Apr 17 2014,0.657735,0.669649,0.610727,0.615856
Apr 16 2014,0.655849,0.687299,0.631659,0.655656
Apr 15 2014,0.587995,0.653352,0.576325,0.647564
Apr 14 2014,0.538982,0.601200,0.521968,0.583917
Apr 13 2014,0.572342,0.576653,0.520363,0.539027
Apr 12 2014,0.548831,0.591372,0.535384,0.571875
Apr 11 2014,0.453743,0.576868,0.441314,0.548907
Apr 10 2014,0.587616,0.591656,0.448960,0.457036
Apr 09 2014,0.603431,0.616730,0.583104,0.587437
Apr 08 2014,0.606079,0.628222,0.580698,0.603018
Apr 07 2014,0.647800,0.649330,0.590722,0.604100
Apr 06 2014,0.700828,0.723713,0.630182,0.641513
Apr 05 2014,0.640305,0.703904,0.620445,0.700444
Apr 04 2014,0.640371,0.662537,0.625280,0.648937
Apr 03 2014,0.614065,0.666765,0.573639,0.638183
Apr 02 2014,0.725259,0.740497,0.589991,0.615044
Apr 01 2014,0.641783,0.747204,0.638385,0.724105
Mar 31 2014,0.665123,0.686890,0.624873,0.641774
Mar 30 2014,0.708306,0.710038,0.612809,0.662486
Mar 29 2014,0.709294,0.728762,0.702573,0.703475
Mar 28 2014,0.692062,0.774768,0.683257,0.697426
Mar 27 2014,0.864728,0.865513,0.683500,0.683500
Mar 26 2014,0.819494,0.870226,0.790430,0.858815
Mar 25 2014,0.868912,0.900979,0.795766,0.820100
Mar 24 2014,0.719851,0.892484,0.700397,0.866518
Mar 23 2014,0.715596,0.728952,0.693478,0.718257
Mar 22 2014,0.704266,0.718955,0.681694,0.714680
Mar 21 2014,0.724498,0.751899,0.679063,0.704648
Mar 20 2014,0.743256,0.755714,0.701852,0.725089
Mar 19 2014,0.750897,0.768236,0.728004,0.743559
Mar 18 2014,0.779270,0.780172,0.730293,0.752210
Mar 17 2014,0.772496,0.821393,0.749368,0.781925
Mar 16 2014,0.791673,0.800764,0.755205,0.775647
Mar 15 2014,0.812077,0.816057,0.739031,0.791200
Mar 14 2014,0.833380,0.846080,0.785160,0.811341
Mar 13 2014,0.865569,0.895094,0.810772,0.833336
Mar 12 2014,0.888208,0.953882,0.858214,0.865936
Mar 11 2014,0.807598,0.922435,0.764712,0.891300
Mar 10 2014,0.872114,0.912160,0.745242,0.810256
Mar 09 2014,0.913189,0.958778,0.806353,0.872964
Mar 08 2014,0.911867,0.953494,0.856860,0.914905
Mar 07 2014,1.06,1.10,0.877912,0.877912
Mar 06 2014,1.03,1.05,0.952003,1.05
Mar 05 2014,0.987192,1.07,0.941151,1.03
Mar 04 2014,1.21,1.21,0.970883,0.987557
Mar 03 2014,1.03,4.40,0.935749,1.21
Mar 02 2014,0.936036,1.08,0.815903,1.03
Mar 01 2014,0.549616,1.07,0.528973,0.937342
Feb 28 2014,0.618662,0.625539,0.458697,0.550661
Feb 27 2014,0.616643,0.742251,0.549852,0.619390
Feb 26 2014,0.620399,0.739818,0.494515,0.619451
Feb 25 2014,0.839383,0.839383,0.527474,0.527474
Feb 24 2014,1.18,1.19,0.418532,0.841903
Feb 23 2014,1.15,3.36,0.623443,1.15
Feb 22 2014,1.12,1.26,0.696502,1.24
Feb 21 2014,1.05,1.33,1.02,1.13
Feb 20 2014,0.941944,1.23,0.894865,1.06
Feb 19 2014,1.04,1.21,0.851995,0.941647
Feb 18 2014,1.18,1.50,0.841751,1.04
Feb 17 2014,0.406039,1.50,0.402588,1.45
Feb 16 2014,0.325840,0.459833,0.310345,0.406976
Feb 15 2014,0.331111,0.354461,0.219434,0.314865
Feb 14 2014,0.213899,0.378883,0.213899,0.374024
