Date,Open,High,Low,Close,Volume,Market Cap
May 23 2018,0.224393,0.226150,0.198798,0.202873,124268000,5817850000
May 22 2018,0.249397,0.250076,0.223408,0.224408,78363300,6466140000
May 21 2018,0.256130,0.261169,0.247134,0.248840,85090300,6640710000
May 20 2018,0.243143,0.260785,0.240974,0.256136,101310000,6303990000
May 19 2018,0.246199,0.248354,0.238934,0.243271,57778000,6383220000
May 18 2018,0.242816,0.246809,0.234781,0.245544,79212200,6295510000
May 17 2018,0.257352,0.263111,0.242194,0.243664,83683800,6672380000
May 16 2018,0.259082,0.260186,0.243720,0.256375,108749000,6717230000
May 15 2018,0.274269,0.278760,0.257697,0.260155,97408800,7110990000
May 14 2018,0.285852,0.286088,0.261086,0.273434,161643000,7411300000
May 13 2018,0.271640,0.290151,0.264361,0.285890,179522000,7042820000
May 12 2018,0.262649,0.283410,0.241278,0.270932,255481000,6809730000
May 11 2018,0.296797,0.299462,0.248137,0.260127,348752000,7695080000
May 10 2018,0.323879,0.327908,0.296317,0.297089,122958000,8397220000
May 09 2018,0.328426,0.328426,0.304458,0.323593,178122000,8515120000
May 08 2018,0.335595,0.348219,0.323071,0.328352,142455000,8700990000
May 07 2018,0.349948,0.349948,0.323506,0.335176,171385000,9073140000
May 06 2018,0.365933,0.365933,0.341467,0.350021,148186000,9487570000
May 05 2018,0.361318,0.373605,0.360962,0.366338,139447000,9367930000
May 04 2018,0.370777,0.370777,0.350842,0.360182,171266000,9613160000
May 03 2018,0.371926,0.389749,0.368789,0.369709,300814000,9642940000
May 02 2018,0.357602,0.376704,0.349324,0.372420,272855000,9271580000
May 01 2018,0.342953,0.363261,0.323701,0.358693,365522000,8891770000
Apr 30 2018,0.364297,0.364297,0.336625,0.343318,298712000,9445160000
Apr 29 2018,0.360670,0.387901,0.347508,0.365057,671887000,9351120000
Apr 28 2018,0.287130,0.364954,0.287130,0.357874,636742000,7444430000
Apr 27 2018,0.294589,0.307469,0.287786,0.288489,197183000,7637830000
Apr 26 2018,0.270795,0.294972,0.259865,0.294295,220715000,7020930000
Apr 25 2018,0.312805,0.312805,0.265164,0.271654,351596000,8110120000
Apr 24 2018,0.288539,0.318699,0.287331,0.312875,369017000,7480970000
Apr 23 2018,0.285558,0.289623,0.283558,0.288473,127213000,7403680000
Apr 22 2018,0.287488,0.296879,0.280765,0.285535,160968000,7453720000
Apr 21 2018,0.302292,0.307552,0.272684,0.290580,294633000,7837560000
Apr 20 2018,0.270986,0.301641,0.269697,0.301247,349349000,7025860000
Apr 19 2018,0.267493,0.273836,0.260818,0.272358,240910000,6935310000
Apr 18 2018,0.242734,0.262368,0.242734,0.260341,181118000,6293390000
Apr 17 2018,0.255090,0.272641,0.242771,0.243724,520975000,6613730000
Apr 16 2018,0.221889,0.256646,0.211808,0.256646,678781000,5752930000
Apr 15 2018,0.201389,0.223444,0.199940,0.221390,169798000,5221430000
Apr 14 2018,0.198675,0.206495,0.194708,0.200853,113212000,5151050000
Apr 13 2018,0.211632,0.218382,0.196567,0.200532,230413000,5487000000
Apr 12 2018,0.166757,0.214525,0.164530,0.212233,488007000,4323520000
Apr 11 2018,0.156761,0.166431,0.154079,0.166029,91793300,4064350000
Apr 10 2018,0.153240,0.157820,0.149316,0.156347,55981300,3973070000
Apr 09 2018,0.157094,0.165656,0.147478,0.153106,93021900,4072980000
Apr 08 2018,0.148825,0.158452,0.148825,0.156599,51093100,3858610000
Apr 07 2018,0.144885,0.151469,0.143829,0.148794,48205400,3756440000
Apr 06 2018,0.148394,0.150481,0.141830,0.144451,51827500,3847430000
Apr 05 2018,0.155592,0.156204,0.143742,0.148758,113407000,4034050000
Apr 04 2018,0.171158,0.179172,0.153626,0.155356,154801000,4437630000
Apr 03 2018,0.157864,0.173438,0.155254,0.172447,155987000,4092940000
Apr 02 2018,0.151691,0.158797,0.148590,0.156385,102697000,3932900000
