Date,Open,High,Low,Close,Volume,Market Cap
May 23 2018,0.648634,0.649121,0.586997,0.599594,482481000,25419900000
May 22 2018,0.682151,0.682933,0.644588,0.645567,234713000,26733500000
May 21 2018,0.700441,0.703051,0.676203,0.681587,250481000,27450300000
May 20 2018,0.677258,0.704614,0.673348,0.700244,275614000,26541700000
May 19 2018,0.680759,0.690450,0.665896,0.676713,249039000,26678900000
May 18 2018,0.665400,0.685625,0.653390,0.680294,344944000,26077000000
May 17 2018,0.713388,0.714618,0.661213,0.667310,337999000,27957600000
May 16 2018,0.695920,0.714081,0.669438,0.714081,429642000,27273100000
May 15 2018,0.738938,0.752269,0.692667,0.698588,422980000,28958900000
May 14 2018,0.744701,0.756983,0.707693,0.740898,613462000,29184800000
May 13 2018,0.698085,0.758977,0.680971,0.745748,532488000,27357900000
May 12 2018,0.685772,0.714918,0.639771,0.696735,596685000,26875400000
May 11 2018,0.756578,0.761326,0.656026,0.684948,991409000,29641400000
May 10 2018,0.803212,0.808914,0.757342,0.758237,399324000,31468500000
May 09 2018,0.813393,0.819969,0.770300,0.802043,611575000,31867300000
May 08 2018,0.833086,0.846992,0.803568,0.813970,465041000,32638900000
May 07 2018,0.871214,0.871236,0.812933,0.832641,602535000,34132600000
May 06 2018,0.904235,0.918675,0.855972,0.871424,640057000,35426400000
May 05 2018,0.895562,0.922354,0.895562,0.905103,668800000,35086600000
May 04 2018,0.881536,0.927695,0.866922,0.895442,1007610000,34537000000
May 03 2018,0.858980,0.892916,0.847319,0.884466,725229000,33632400000
May 02 2018,0.839355,0.864280,0.831713,0.859094,544426000,32864000000
May 01 2018,0.838355,0.842069,0.797826,0.841407,630809000,32818400000
Apr 30 2018,0.871404,0.876788,0.831208,0.837938,575364000,34112200000
Apr 29 2018,0.864399,0.904945,0.834480,0.872778,896314000,33837900000
Apr 28 2018,0.812063,0.887591,0.812063,0.863804,788719000,31789200000
Apr 27 2018,0.851139,0.859641,0.813885,0.813885,673793000,33318900000
Apr 26 2018,0.801774,0.852414,0.771787,0.852414,1028590000,31386400000
Apr 25 2018,0.932771,0.932771,0.779231,0.800607,1614050000,36514500000
Apr 24 2018,0.876012,0.965610,0.873566,0.934781,1572930000,34292500000
Apr 23 2018,0.866578,0.886290,0.863304,0.876657,674545000,33903000000
