Mean,Standard Deviation
1.4928099132142695e+37,8.133932738655637e+37
4.251053929595039e+22,2.324704910234297e+23
4.002511457202972e+28,2.2435419057085136e+29
7.5536216177472e+29,4.115780467795379e+30
4.078510211100492e+34,2.481765845821316e+35
7.175844949648544e+35,4.036981169377264e+36
1.346900923704565e+37,7.330030627892385e+37
4.514826093873901e+40,3.146485294689506e+41
7.39449513619542e+41,4.559851151376594e+42
1.2925280727029874e+43,7.333739682385194e+43
2.4109961178483247e+44,1.3146977355228409e+45
3.865123300278376e+22,2.1208694295787202e+23
3.603281414937643e+28,2.0184554487576094e+29
6.854199880822177e+29,3.7441939331951555e+30
3.629429017556758e+34,2.1895204002315304e+35
6.4423018105404846e+35,3.613337428373837e+36
1.219390308001847e+37,6.643482650337563e+37
3.964641463059445e+40,2.7159035805341938e+41
6.555620758551021e+41,3.9895775104546384e+42
1.1567194906787172e+43,6.520220179136394e+43
2.1770227227262423e+44,1.1858426518925905e+45
4.701319504008826e+46,3.7520649953167484e+47
7.250729746430974e+47,5.04707183584926e+48
1.1907501850620377e+49,7.359371319758953e+49
2.0866995782258273e+50,1.187923656535206e+51
3.901898922169847e+51,2.131784624286396e+52
6.035611312191082e+22,3.310184383301079e+23
5.43021002969755e+22,2.9680267254762817e+23
5.233958684010361e+28,2.9724721249271747e+29
9.67895247280568e+29,5.279232756377236e+30
4.9023593326950176e+22,2.6773345764597042e+23
4.671916420443126e+28,2.630075409813087e+29
8.717882481786026e+29,4.7438738330682765e+30
4.825517152763255e+34,2.98313935794455e+35
8.386981645065813e+35,4.744735924846743e+36
1.556192936623643e+37,8.463558696984109e+37
4.440004075487748e+22,2.4276680539756756e+23
4.186742712686327e+28,2.345586635465755e+29
7.879125294796344e+29,4.287915417279043e+30
4.271457585076688e+34,2.6025759753009303e+35
7.49412509386271e+35,4.2071983716140495e+36
1.4030628697453345e+37,7.617889076707623e+37
4.731995776345397e+40,3.3094998181429676e+41
7.728951332808508e+41,4.760067195919824e+42
1.3476216704783862e+43,7.617844096711522e+43
2.5080669176541226e+44,1.3628787327744781e+45
4.0332533466736655e+22,2.2111276994612536e+23
3.7657519412599687e+28,2.106174732924014e+29
7.14371096667299e+29,3.8952689204098557e+30
3.798045987906244e+34,2.2918949429327818e+35
6.722826133659353e+35,3.7599577827093956e+36
1.269315230928232e+37,6.896418328216253e+37
4.1528002523325207e+40,2.854216470344469e+41
6.847686983016651e+41,4.159937150560415e+42
1.2052431263470656e+43,6.765463219385794e+43
2.2632564014294405e+44,1.2282223608718222e+45
4.926488423490161e+46,3.952293079774237e+47
7.577827267561982e+47,5.27480495735079e+48
1.2414529409265236e+49,7.642826395359659e+49
2.1708049109685926e+50,1.2290093083069865e+51
4.051119711109912e+51,2.2028989928917355e+52
3.6739504310746824e+22,2.0216808832188834e+23
3.3986538406230794e+28,1.9022827977247076e+29
6.496079712265479e+29,3.553801018940068e+30
3.3912351049880357e+34,2.0348480767944688e+35
6.053028042466103e+35,3.382850121378129e+36
1.1519482715116083e+37,6.273941366815616e+37
3.662839812034289e+40,2.4866277123979792e+41
6.094384968451865e+41,3.6702722457900473e+42
1.0821788442356355e+43,6.055731007980699e+43
2.049293350992462e+44,1.1132156225835581e+45
4.2868886874667085e+46,3.381392873145967e+47
6.655035410083633e+47,4.553286217687097e+48
1.1007424487989767e+49,6.6873879689684e+49
1.9429715582556856e+50,1.0927274290617262e+51
3.658527032872241e+51,1.9870552415150267e+52
5.421645619517483e+52,4.954612601223879e+53
7.889712445032734e+53,6.290999522653431e+54
1.2170463415851313e+55,8.460909537907749e+55
1.9992635455839033e+56,1.2335236261056541e+57
3.5048991798133135e+57,1.9907953702496813e+58
6.556887873717056e+58,3.5720970517530215e+59
4.903062824265496e+23,3.2454817932353664e+24
5.0901532152869256e+23,3.346181093430814e+24
4.5769955541378467e+23,3.028102725681371e+24
4.486122373221279e+29,2.973513664251926e+30
8.227686837109386e+30,5.437224862676216e+31
5.2943259512341826e+23,3.4592204471319613e+24
4.758055031865007e+23,3.1281282925947425e+24
4.66356894453412e+29,3.0668651008860325e+30
8.5413605121861e+30,5.605838343853349e+31
4.2904899453757617e+23,2.8440301825569387e+24
4.16044542426904e+29,2.735530200463759e+30
7.680906953404386e+30,5.073081832710108e+31
4.349469878841012e+35,3.022026420514012e+36
7.526724957618507e+36,4.982303135185328e+37
1.3806943637036634e+38,9.109123831837688e+38
5.517929877040324e+23,3.5872382145319044e+24
4.955883130901743e+23,3.240712922222751e+24
4.8584108855330496e+29,3.173617809281567e+30
8.883656806716794e+30,5.7951126314744815e+31
4.466070931276086e+23,2.943632228920889e+24
4.3318447704395084e+29,2.8281706094171974e+30
7.984473925069373e+30,5.240571715648874e+31
4.5290853363351294e+35,3.126165376601155e+36
7.824224848337975e+36,5.138660431594062e+37
1.4332851988268359e+38,9.391455045802026e+38
4.037209352254742e+23,2.6860592956946265e+24
3.877501628088405e+29,2.5394362809519453e+30
7.200442102973826e+30,4.764708356859746e+31
4.006398633904387e+35,2.742748603230263e+36
6.980647372883677e+36,4.583678396682548e+37
1.2890043184496556e+38,8.499126764475792e+38
4.47413660992468e+41,3.402613106265525e+42
7.296513857589801e+42,5.064377887418133e+43
1.2628402807745744e+44,8.348178309838631e+44
2.317005185570105e+45,1.5260793667048665e+46
5.76371958172716e+23,3.7336049900422497e+24
5.172797069346768e+23,3.3685364513373824e+24
5.073203058295453e+29,3.2971689726395427e+30
9.258509439114511e+30,6.009463558639385e+31
4.658125649514576e+23,3.05597441789855e+24
4.52030723524623e+29,2.934570904904822e+30
8.316137881746372e+30,5.429088889941452e+31
4.7275867525261535e+35,3.2480010631944536e+36
8.15087243854747e+36,5.317463127862473e+37
1.4906719807631101e+38,9.708378486043556e+38
4.207785934152274e+23,2.7853876538462513e+24
4.043438245550317e+29,2.6317044875138306e+30
7.494827529074345e+30,4.931491982804624e+31
4.179605253796934e+35,2.8466671717268774e+36
7.268013638153728e+36,4.738852764464616e+37
1.3399014431591533e+38,8.779584163259297e+38
4.6685015110982134e+41,3.5404775596401824e+42
7.597652544097463e+42,5.238895705057797e+43
1.3127184587376158e+44,8.61006703071253e+44
2.40518060649842e+45,1.5733537917054123e+46
3.812012668375258e+23,2.5488449500208793e+24
3.6299793810349394e+29,2.3752734020589265e+30
6.775672281469458e+30,4.500043529045924e+31
3.711724601879072e+35,2.5183996576145324e+36
6.506199923846274e+36,4.255191414543985e+37
1.2084303621585488e+38,7.982512495361183e+38
4.094013688020669e+41,3.0621341443634136e+42
6.721300036027744e+42,4.59662761179617e+43
1.1712761981754945e+44,7.680475329743973e+44
2.1632477108100407e+45,1.4238948823820653e+46
4.877254243810043e+47,4.1627557417835245e+48
7.50501738213967e+48,5.703077005562691e+49
1.2240532256435292e+50,8.487024512651219e+50
2.1188410100118114e+51,1.3987968665468107e+52
3.8883582285752663e+52,2.556694549018984e+53
6.0349361056601724e+23,3.9026564793019833e+24
5.4115148252040136e+23,3.515011513961132e+24
5.310963775223805e+29,3.4419711095029547e+30
9.670531373322836e+30,6.2545317403831e+31
4.868940758135483e+23,3.1837645186763564e+24
4.7283513335876994e+29,3.058205036582927e+30
8.679779570644425e+30,5.643118537702552e+31
4.9479018199803766e+35,3.3923754708863004e+36
8.510946512256252e+36,5.524397649885984e+37
1.5535135102980814e+38,1.0067284973072267e+39
4.39455793659976e+23,2.8976024781097896e+24
4.226125812028988e+29,2.73802791252423e+30
7.816815847578687e+30,5.119605924878912e+31
4.371323717251525e+35,2.9689015880603306e+36
7.583970910371925e+36,4.917072535884189e+37
1.3955064457394744e+38,9.095247058688356e+38
4.884650990661738e+41,3.704635629247432e+42
7.930437994109622e+42,5.4430688112039095e+43
1.3674806598318434e+44,8.90954907128459e+44
2.5013920744109728e+45,1.6264199796012312e+46
3.977993861658926e+23,2.647980161709776e+24
3.7909512732788524e+29,2.4673774660650013e+30
7.061670186669204e+30,4.666370700866072e+31
3.8791658639015135e+35,2.6223944381736552e+36
6.784411407366447e+36,4.409747379743699e+37
1.257788716308676e+38,8.261792171923987e+38
4.281214425531999e+41,3.2014372212011044e+42
7.011699076812707e+42,4.770789572844105e+43
1.2194562252151262e+44,7.940396116004557e+44
2.248584742019375e+45,1.4708568181430577e+46
5.10155973172659e+47,4.3655909991668305e+48
7.830897235187111e+48,5.934247922218362e+49
1.2745418188090838e+50,8.779485820700248e+50
2.2024665587490896e+51,1.4426617453683604e+52
4.0361977575783786e+52,2.6358524691836017e+53
3.610704246088631e+23,2.428376697638858e+24
3.412019294679488e+29,2.235805818224319e+30
6.397981141496981e+30,4.270139919531291e+31
3.4566711137682735e+35,2.334946284446634e+36
6.091128076476185e+36,3.980168922606921e+37
1.1371926104378693e+38,7.539091049793272e+38
3.771047895533307e+41,2.79464837788552e+42
6.227211572258607e+42,4.220850146300754e+43
1.0917189570371759e+44,7.1302080061934784e+44
2.0281237433735976e+45,1.3373468585613142e+46
4.436328379938168e+47,3.74000838595939e+48
6.867691402976951e+48,5.132853843052187e+49
1.1276088023331812e+50,7.703606898792992e+50
1.9653088164224265e+51,1.286955108846346e+52
3.6305155909558295e+52,2.385518249933927e+53
5.612871291209203e+53,5.407443531418484e+54
8.180860462581612e+54,6.978285582510141e+55
1.2589216103629595e+56,9.55889007396113e+56
2.0534828728986118e+57,1.4222839775964548e+58
3.5551341645572375e+58,2.343791391613948e+59
6.5255256208012615e+59,4.283332506187142e+60
6.335405231921309e+23,4.100001522447962e+24
5.675234850187281e+23,3.6845122610350325e+24
5.575270098246522e+29,3.613873354404109e+30
1.0125149886397343e+31,6.537571851226275e+31
5.101198799055609e+23,3.3304403437942427e+24
4.95895297911944e+29,3.2036036015302065e+30
9.079950640355516e+30,5.888371548772259e+31
5.19350765296354e+35,3.5656041713105496e+36
8.909501698417248e+36,5.766915340824383e+37
1.6225822992571649e+38,1.047761398275493e+39
4.5997824370762215e+23,3.025428457870822e+24
4.428047685560733e+29,2.861931439994595e+30
8.170236621198739e+30,5.333582071020525e+31
4.584437795769409e+35,3.1144039247003104e+36
7.93273709327417e+36,5.1241523561384725e+37
1.4564692548900023e+38,9.453622223530975e+38
5.126096084100582e+41,3.902077135739717e+42
8.299773582576602e+42,5.685003867479642e+43
1.427843481264284e+44,9.256142790825966e+44
2.60674292300846e+45,1.686514942929244e+46
4.159906840189608e+23,2.7601172525107226e+24
3.968379544811439e+29,2.5737729082749393e+30
7.374804654841697e+30,4.854273068834969e+31
4.064767210886307e+35,2.745198012758631e+36
7.090690835765966e+36,4.58784279526879e+37
1.311772161628958e+38,8.57678443863616e+38
4.489754386469792e+41,3.368003645540047e+42
7.333117996900693e+42,4.975642534063096e+43
1.2724270000971177e+44,8.238914103199339e+44
2.3418102617482344e+45,1.523713141055156e+46
5.3523871718794305e+47,4.6090892753163574e+48
8.193283746477114e+48,6.209501864788416e+49
1.3303334182037986e+50,9.121642261059249e+50
2.2942758881106223e+51,1.492823077810185e+52
4.197502515472224e+52,2.7247075379766394e+53
3.772444819138281e+23,2.527352857446597e+24
3.568453053320447e+29,2.3278614468229431e+30
6.676276612710379e+30,4.436144791033079e+31
3.618891946077871e+35,2.4391669711033743e+36
6.361018828177716e+36,4.1344529115147064e+37
1.185145181676232e+38,7.81760947193879e+38
3.951820115880439e+41,2.935356128425786e+42
6.507948610125415e+42,4.3951480550031446e+43
1.1383647586990072e+44,7.389101406566234e+44
2.1108818699970712e+45,1.3841124064031593e+46
4.652215172097434e+47,3.947473263184575e+48
7.181565172026413e+48,5.366454482289476e+49
1.1762976834177111e+50,7.995494414688617e+50
2.046088656252763e+51,1.3304926148626026e+52
3.7735983937532454e+52,2.464155052250589e+53
5.887239815779928e+53,5.7209735300399044e+54
8.55696576475192e+54,7.318558211885328e+55
1.3135603251436455e+56,9.946518992288581e+56
2.1381322775316922e+57,1.4712956082832733e+58
3.695341930956783e+58,2.417262835123723e+59
6.773404332437476e+59,4.415877477367825e+60
3.429839722591308e+23,2.321606285773805e+24
3.2188987608644995e+29,2.1157376638027566e+30
6.060336840250313e+30,4.0682841432871595e+31
3.234280532975764e+35,2.1823189241308338e+36
5.725611315596152e+36,3.7464977180986094e+37
1.0738469817548636e+38,7.153884853607073e+38
3.494353908452194e+41,2.580381498798801e+42
5.799537582281683e+42,3.913544185893254e+43
1.0221146416622744e+44,6.669460597149485e+44
1.908650231859092e+45,1.263055475319791e+46
4.0653569711678015e+47,3.4143644447987665e+48
6.326177900452177e+48,4.684860171217928e+49
1.044762997390939e+50,7.0741890414773614e+50
1.831902923556558e+51,1.1947763599183444e+52
3.4039078301478706e+52,2.2405244971475956e+53
5.080477958347043e+53,4.876181615548673e+54
7.44158006328858e+54,6.270280113248e+55
1.1520649686019593e+56,8.603894998476407e+56
1.891776264352179e+57,1.2910717577265794e+58
3.297693404325829e+58,2.1564532292652335e+59
6.093133535945476e+59,3.996582278750513e+60
6.780529619775284e+59,7.328651893452456e+60
9.41467779259748e+60,9.066383001152103e+61
1.372227518003733e+62,1.1698174245808925e+63
2.11178771650632e+63,1.6021650971792779e+64
3.4449890375872955e+64,2.383519393519834e+65
5.965150695481724e+65,3.92721460193164e+66
1.0951531505100066e+67,7.17605832062494e+67
